,score
12059,8.76
17843,4.0
4258,0.0
8770,8.22
7265,7.0
1276,0.0
4754,7.75
5286,8.0
12745,8.92
17222,0.0
1654,8.07
6610,8.78
11160,8.8
6460,7.0
18999,8.56
18860,9.5
9913,9.5
18006,0.0
12875,8.8
13888,9.5
5540,9.01
13478,0.0
634,10.0
16794,8.84
15318,0.0
7891,0.0
16027,0.0
4849,8.56
7027,8.77
11776,8.94
1797,10.0
4057,9.1
3888,9.11
11855,8.0
6910,10.0
2814,9.0
3882,0.0
16864,7.0
3601,8.82
17910,0.0
12422,8.88
700,8.0
7346,8.33
17660,0.0
5725,10.0
18943,0.0
17841,8.0
4648,7.95
4288,8.18
2234,5.5
4997,7.75
7573,8.54
17720,8.96
17176,10.0
10708,10.0
13472,7.0
3988,8.67
6998,6.0
10570,4.0
3931,8.0
325,10.0
16955,10.0
12205,10.0
5408,0.0
179,8.5
5582,10.0
2089,8.97
14389,0.0
10182,7.0
6729,0.0
17890,0.0
824,8.25
9589,6.74
7786,8.69
6890,7.0
15054,0.0
12287,7.33
9139,9.0
18022,10.0
3206,9.07
2201,8.33
11437,8.0
2995,8.5
721,0.0
14141,10.0
7568,8.98
11840,0.0
8157,8.72
18253,0.0
7716,8.68
1552,8.0
4721,8.42
14003,9.86
9055,9.12
2301,10.0
6240,8.0
8291,0.0
18197,0.0
13718,10.0
2605,9.5
4646,9.09
182,8.0
15970,8.0
14313,9.0
6369,9.11
8052,0.0
1800,6.0
18713,0.0
11104,0.0
2944,0.0
13238,6.33
12609,9.06
8753,0.0
17296,0.0
18737,10.0
5365,8.82
12229,8.71
1396,10.0
4185,0.0
9786,5.83
856,6.67
4922,8.79
2841,7.0
3805,8.27
9693,6.5
1509,0.0
16087,0.0
6293,8.0
2256,7.0
16365,8.0
7336,8.41
5690,6.0
13852,10.0
8635,0.0
10252,9.24
17341,8.61
13890,9.6
1354,8.0
18422,10.0
3806,8.0
5590,7.0
11799,0.0
4711,8.35
8097,0.0
2636,8.81
13744,8.79
12642,8.26
11918,0.0
18086,5.5
14416,8.87
10797,9.13
7193,0.0
3340,0.0
4021,6.0
13969,9.67
1140,0.0
1938,8.53
9378,7.73
14452,8.8
2553,9.01
16767,8.0
8734,0.0
4284,9.07
10503,9.05
17140,0.0
11731,7.0
1703,7.46
6756,8.93
18175,0.0
12544,10.0
91,8.5
7501,10.0
5779,0.0
15372,6.7
15534,10.0
11043,0.0
4499,8.0
18969,8.12
11340,8.7
18938,8.57
8503,8.97
1224,0.0
14041,0.0
8556,8.88
12972,8.4
4704,8.98
18614,0.0
10224,8.78
6422,8.45
14605,0.0
15564,9.67
12062,8.32
11985,9.07
11283,9.18
10410,8.93
542,3.0
98,0.0
7231,0.0
18384,10.0
18091,9.1
463,7.5
17710,0.0
18500,8.5
2650,5.0
12093,9.13
16768,7.0
7580,8.0
5542,8.64
13727,8.33
2235,8.0
7466,9.0
17097,0.0
18844,0.0
7378,8.73
17805,10.0
11817,0.0
2541,0.0
4777,8.11
18965,8.85
4006,0.0
11646,0.0
17133,9.5
1573,7.97
16477,0.0
12009,0.0
7365,8.9
5920,9.0
15107,8.6
9255,0.0
14789,8.67
14280,10.0
13260,8.83
18601,9.0
14531,8.44
13277,8.71
12959,8.0
15656,0.0
7949,8.68
18236,0.0
6042,9.0
8542,0.0
7382,0.0
11025,9.13
5885,0.0
503,0.0
11558,8.78
12425,8.58
9472,8.16
15144,8.97
17406,10.0
9515,8.5
2897,8.83
2528,9.0
3722,9.0
10159,8.83
3685,9.33
7140,0.0
12002,8.64
8665,8.39
13606,10.0
3319,0.0
4619,9.03
15832,0.0
11602,9.0
10551,9.09
16552,0.0
18767,0.0
14126,9.0
1683,0.0
11705,8.83
17423,9.36
3131,10.0
12147,8.3
9319,8.91
6552,6.0
6485,10.0
2967,7.33
1557,0.0
18993,8.53
1431,0.0
14955,0.0
13117,8.05
13223,7.0
10235,8.0
18826,8.73
1162,6.0
15635,9.4
9874,7.88
11577,8.41
9985,7.0
355,9.0
7714,8.54
2356,7.0
15789,0.0
3154,6.33
3389,0.0
163,0.0
2634,10.0
13102,8.5
12131,8.41
19025,8.82
14048,10.0
14405,0.0
14806,6.0
1519,8.29
12042,8.98
13697,9.0
15906,0.0
16060,0.0
4211,8.64
3594,8.97
15204,10.0
3509,8.68
8347,0.0
3600,9.19
17625,0.0
14374,0.0
16746,8.0
12192,9.0
12509,0.0
12925,8.85
9097,0.0
403,10.0
18415,7.67
2024,7.38
17488,7.0
11597,8.84
9254,8.14
9016,7.71
8797,8.6
9024,0.0
8024,7.97
5751,8.0
4741,8.79
2855,9.1
9495,7.5
5216,0.0
14956,0.0
8066,0.0
11102,7.0
10075,8.97
9467,7.0
16020,8.69
14196,0.0
9737,0.0
15034,0.0
2661,8.0
3417,8.72
4623,9.5
8315,8.3
8653,0.0
16262,9.2
3696,0.0
15881,8.25
2494,9.5
11899,0.0
18169,0.0
12641,8.41
3811,8.95
5860,7.0
12773,8.33
12648,9.18
15257,8.67
4465,9.13
9727,8.91
14340,0.0
13798,9.25
1299,0.0
2746,7.56
351,7.0
17069,9.0
5749,7.5
1982,7.48
6810,7.0
18669,0.0
1360,0.0
7085,10.0
1024,10.0
16434,0.0
10946,8.39
18338,0.0
4917,6.0
8908,8.5
500,9.33
5911,10.0
8385,7.92
11575,9.14
7726,0.0
5057,8.3
11866,0.0
15612,7.33
15823,10.0
13759,9.17
5030,8.84
4812,10.0
11743,8.76
8182,8.22
17427,0.0
15175,8.75
16952,10.0
4758,7.75
13847,9.2
9825,8.0
12720,8.73
14283,5.5
1612,7.75
1759,0.0
14448,8.0
4961,0.0
5060,0.0
13662,7.33
198,9.25
4506,0.0
7189,8.89
16601,8.72
6913,9.03
7947,0.0
8938,7.87
17449,9.5
15393,9.17
3400,6.0
5210,8.68
15052,8.0
9606,6.59
9362,2.0
11544,8.0
8641,0.0
9436,8.09
5595,9.0
15719,8.0
10415,0.0
383,10.0
11666,8.65
4937,8.6
15990,0.0
3120,8.5
18673,10.0
15818,8.0
5883,7.5
14222,8.2
15532,9.78
7110,8.88
5538,9.0
8132,8.28
12285,8.68
6,9.2
9143,8.79
17112,0.0
11962,8.0
13737,0.0
3829,9.0
1154,0.0
6693,9.21
577,9.73
3565,0.0
260,9.22
6624,8.63
4124,0.0
3682,9.11
12740,0.0
286,9.0
9352,8.74
614,7.0
13427,0.0
4229,8.72
8599,2.0
11355,8.61
1629,0.0
13303,8.64
2621,7.5
18128,0.0
4212,8.78
18968,8.88
10927,0.0
3366,9.24
1430,10.0
16926,7.0
18186,0.0
7975,0.0
9860,7.67
4887,7.84
2685,6.25
646,8.0
10432,9.13
2887,8.0
14469,6.5
13122,8.83
12351,0.0
14498,5.5
10688,0.0
11832,8.66
17214,0.0
16118,8.29
7513,0.0
13672,9.5
3876,8.46
10388,10.0
11590,10.0
12588,9.13
5460,9.2
2804,9.0
9828,9.75
12986,8.6
4530,7.0
2377,0.0
6555,10.0
11809,8.71
7550,4.0
17205,0.0
8274,8.92
2188,5.5
4160,8.92
10741,8.33
1159,9.0
16736,0.0
17442,10.0
16342,9.5
10926,7.25
7260,9.09
17051,10.0
16772,8.78
11634,8.4
14873,7.0
5132,8.88
44,8.75
18363,8.76
9197,7.53
1671,8.48
2950,8.0
7384,7.0
1054,9.0
6789,9.5
16633,0.0
6864,9.1
967,10.0
2538,9.0
18947,8.55
13491,8.9
10208,9.0
9576,7.56
16753,5.0
3526,0.0
4266,0.0
3632,8.76
16268,10.0
17752,6.33
14570,0.0
1156,8.13
13254,8.85
13007,7.64
13806,9.0
7581,0.0
406,6.5
6594,0.0
3310,8.54
899,0.0
2848,0.0
9598,10.0
10395,8.5
18806,8.96
363,9.0
2162,9.0
7997,8.0
14144,8.0
3623,0.0
4650,8.78
8962,7.75
8572,8.47
7240,0.0
10248,8.25
8429,8.26
18648,0.0
8425,10.0
10806,6.31
7009,8.81
12238,9.03
14157,9.0
16379,6.31
8959,8.75
4524,0.0
16714,0.0
19034,0.0
13595,8.22
8785,8.6
14169,9.33
7954,8.36
657,9.0
12076,0.0
16738,9.2
8935,7.81
8874,0.0
11467,9.12
5874,9.0
9781,9.69
3086,0.0
14288,10.0
2288,9.15
4356,9.11
7852,8.58
17643,8.08
21,9.2
14634,8.25
14006,9.15
5128,8.3
4398,8.59
11684,8.56
5170,7.37
9696,7.38
13544,7.38
18957,0.0
376,10.0
3196,9.18
17382,9.0
15482,10.0
2261,8.71
8810,6.0
6740,10.0
338,8.72
5203,0.0
2738,10.0
708,8.0
8957,8.11
5452,8.58
3298,0.0
7168,8.65
9967,7.0
18567,0.0
6837,7.5
13619,10.0
1660,0.0
16366,7.75
15988,0.0
1342,0.0
5185,8.1
7331,8.82
7788,0.0
782,0.0
13051,8.32
2058,9.4
17309,0.0
8854,0.0
8744,8.62
2002,0.0
16359,10.0
4547,9.09
7062,0.0
5115,8.75
10626,7.0
2763,10.0
11493,9.03
12264,7.75
128,0.0
17744,0.0
13317,8.86
11878,9.12
5217,0.0
17511,0.0
1927,7.21
15215,0.0
9748,7.73
15071,8.0
15032,0.0
5137,8.86
18744,0.0
16692,0.0
1026,0.0
6516,9.0
17316,0.0
8755,8.39
4569,6.91
13188,7.15
1946,0.0
16428,8.0
6550,10.0
15648,8.33
984,8.0
16521,0.0
9006,8.95
1038,10.0
4786,0.0
225,0.0
10070,9.0
9920,9.25
16726,8.38
7964,9.0
10581,8.33
9630,8.6
16915,10.0
8986,7.0
18351,4.5
17668,0.0
17031,10.0
10958,10.0
4763,8.44
4271,0.0
4403,8.53
14180,9.75
17122,0.0
398,0.0
9276,7.2
13341,8.43
14229,8.0
13543,0.0
13013,8.34
8404,8.0
18519,6.25
12372,0.0
8483,8.0
12612,9.0
11905,0.0
13063,7.52
11377,0.0
15569,10.0
1581,5.0
11496,0.0
900,7.0
2721,8.86
4970,8.3
4883,8.93
4725,8.14
17186,0.0
9076,8.6
5233,7.73
18921,0.0
15624,9.5
11353,9.18
7483,8.47
6213,8.92
18264,8.34
8554,7.29
16255,10.0
8231,0.0
8490,8.63
17300,0.0
1185,8.97
1109,0.0
14151,10.0
8548,8.96
9927,9.5
4621,0.0
5985,5.0
14847,0.0
16471,8.5
480,7.67
1143,8.0
3318,0.0
36,10.0
3169,10.0
6121,8.33
5949,9.3
12732,8.73
16029,0.0
17033,0.0
7963,8.78
4685,8.27
18189,0.0
8712,8.16
9095,0.0
14066,0.0
2965,9.0
12029,8.57
10740,8.13
18033,0.0
17379,9.0
7627,0.0
7064,8.95
4027,0.0
6685,0.0
2268,8.5
6131,6.0
2948,10.0
1212,0.0
5011,8.7
17640,0.0
5630,8.0
6260,6.0
15025,7.5
9981,0.0
3846,9.0
10166,0.0
14282,0.0
10091,7.68
16254,8.0
97,7.0
15533,0.0
2015,0.0
9026,8.59
14154,9.25
11621,9.0
4943,0.0
6794,8.84
4292,7.75
2796,6.0
14704,6.0
10973,9.0
15461,0.0
15783,0.0
12833,8.88
13084,8.67
5539,8.99
2667,8.6
15982,0.0
8467,10.0
6402,0.0
8059,6.0
1894,8.22
17220,0.0
12162,0.0
5808,8.66
5730,8.5
11126,9.18
8055,7.89
16047,0.0
11768,10.0
13856,9.0
8178,8.37
2684,9.09
9901,9.5
5229,8.95
13348,8.04
15013,1.0
12397,8.37
12089,8.81
12495,5.0
2843,7.71
12415,0.0
14974,0.0
238,0.0
7666,8.97
8496,9.03
13746,7.0
17340,7.68
4366,8.82
13530,8.7
3330,0.0
7397,8.26
16465,8.91
10177,10.0
3790,9.0
15254,5.5
10265,6.38
11440,8.47
11498,0.0
11409,8.44
15371,10.0
17989,8.83
12664,7.0
10274,5.5
8630,8.23
3955,8.7
7566,8.71
15738,0.0
8674,8.34
7353,8.37
9697,6.67
10509,8.0
15566,8.6
9203,7.72
14267,0.0
17548,10.0
17135,10.0
2504,0.0
7732,9.12
14353,0.0
4325,8.28
15039,7.0
16605,8.49
8306,8.27
2517,8.0
9372,7.65
5618,8.0
3369,10.0
11039,0.0
3885,8.0
15685,0.0
1466,0.0
4341,8.45
1859,0.0
7270,0.0
13875,5.0
6616,10.0
10717,8.56
15439,9.11
5449,7.5
17794,7.0
7739,0.0
18644,8.45
8558,0.0
6259,8.99
8718,8.61
2833,7.5
8943,8.35
5505,10.0
121,7.0
576,9.0
6204,8.0
6363,6.0
15662,7.0
5054,8.98
17336,0.0
16,8.86
14681,8.14
1306,0.0
2493,8.75
10824,8.99
8426,8.77
15183,0.0
6641,9.06
17961,9.33
3458,0.0
10397,5.67
11077,9.11
6044,0.0
15278,0.0
10490,7.0
6455,7.0
5687,5.0
5291,9.67
15756,0.0
12383,9.05
12022,8.0
17775,0.0
1450,9.12
11083,9.5
18290,0.0
12458,0.0
145,7.0
10244,8.1
6955,0.0
15969,0.0
4969,9.03
11479,0.0
6352,10.0
1031,0.0
8819,9.06
10127,8.64
3653,10.0
3602,0.0
11896,8.7
2063,7.5
4034,7.83
18533,10.0
15509,10.0
17485,0.0
47,6.0
2724,7.0
12130,8.46
3266,9.2
11441,0.0
11914,0.0
2147,5.0
18841,0.0
11128,0.0
14429,0.0
7757,8.69
6300,9.02
8618,9.0
17708,10.0
12937,7.0
6410,0.0
4599,8.84
9823,8.6
12769,8.71
16078,0.0
18851,0.0
18872,0.0
10949,7.4
298,10.0
12429,8.49
12851,8.74
18932,8.39
5130,8.65
16327,8.2
9910,8.0
17739,9.11
8048,8.71
2712,10.0
13442,8.06
16591,8.12
40,9.75
2795,10.0
13396,8.3
7480,8.59
18420,10.0
17579,0.0
12036,8.72
318,5.0
10845,9.8
12155,8.7
15256,10.0
11460,8.91
687,10.0
5287,8.66
17795,8.77
8251,7.0
15791,0.0
3670,10.0
13210,8.28
9543,7.87
8338,0.0
14307,10.0
15106,8.1
10096,9.5
13428,7.0
16459,0.0
15888,8.95
1704,0.0
1027,8.5
1199,0.0
12340,8.22
12727,8.26
5308,8.81
997,6.0
1269,0.0
461,0.0
5066,8.09
9661,8.58
3067,8.0
17586,0.0
17278,0.0
2174,8.0
12841,8.75
9345,7.72
9492,8.13
8411,7.97
9867,8.67
1918,7.97
11516,0.0
1059,9.0
16785,8.43
15748,0.0
4254,8.3
13157,0.0
14204,9.0
15908,0.0
17072,8.95
9360,8.04
16813,8.62
18155,9.02
9568,3.0
1153,10.0
15589,7.67
7004,6.0
18716,10.0
6529,9.12
16967,10.0
8009,9.0
15243,9.0
8578,8.36
13096,8.23
6522,6.0
12669,8.28
8714,0.0
3192,6.0
12805,8.56
11245,10.0
17984,10.0
18627,10.0
5112,8.16
5988,0.0
1765,0.0
13166,8.53
1023,0.0
14871,9.0
2829,7.5
8691,8.15
7702,8.3
10539,9.0
5517,7.0
18357,9.0
2569,0.0
17504,0.0
3677,0.0
14999,0.0
4133,0.0
7198,8.48
8203,8.28
7898,0.0
14538,5.88
6640,8.2
4051,8.97
15574,9.0
16136,9.09
18550,5.5
18748,0.0
16314,5.67
17737,8.74
6814,8.7
18125,0.0
17645,0.0
14778,0.0
12606,8.31
18637,0.0
4820,8.27
11923,0.0
10580,10.0
5611,6.5
7903,8.8
6036,9.17
17311,10.0
366,9.0
9782,7.69
5945,9.5
15965,8.34
9431,0.0
16381,10.0
2713,5.5
10428,6.33
16431,6.0
530,8.91
14658,0.0
12485,9.01
13904,8.0
12267,0.0
10328,9.07
6834,9.5
16634,8.03
1713,8.17
2012,8.44
9907,8.55
8799,0.0
9201,0.0
10545,9.3
12981,8.0
16049,9.0
9489,0.0
5,10.0
4141,0.0
18271,0.0
6074,10.0
5039,8.89
14645,7.5
15904,0.0
9929,10.0
6715,0.0
16209,0.0
8953,7.22
11553,8.72
6786,8.8
1019,8.87
10481,9.1
16270,8.63
2690,10.0
3894,8.97
7543,0.0
1558,0.0
17105,8.0
3832,8.76
19020,0.0
16697,8.86
5258,7.0
5915,8.74
3175,6.0
15486,9.25
3344,8.5
2865,8.67
8099,9.03
17751,0.0
4953,8.03
1963,7.06
1229,9.23
9896,6.57
717,8.0
4052,8.0
5124,7.3
15093,8.81
2573,10.0
10793,8.88
7577,8.67
15194,0.0
7148,8.2
2526,7.0
9257,8.76
15571,7.5
6571,7.33
12582,8.71
14898,0.0
13167,8.97
9966,5.5
1747,8.68
10884,9.21
17352,3.5
4779,7.96
3577,7.6
8088,10.0
17771,8.5
11690,8.81
467,8.0
8265,0.0
5856,9.0
9180,8.83
1067,0.0
12404,0.0
6267,0.0
1266,0.0
3495,8.73
3063,9.5
10700,4.5
685,9.75
8423,9.11
4377,0.0
16178,8.02
18004,0.0
7134,1.0
10669,6.27
7897,8.87
14823,8.33
10823,9.21
5774,8.0
10272,10.0
8956,8.68
10019,8.0
1896,0.0
6286,9.0
6181,8.8
9356,8.34
16496,0.0
9629,7.93
9960,10.0
6018,10.0
9991,0.0
7833,7.58
13072,7.55
13729,0.0
2620,8.5
1693,0.0
10430,7.2
14400,0.0
5522,7.5
9252,7.31
5789,8.81
3148,9.08
4780,0.0
17770,0.0
986,0.0
4525,7.62
3776,8.54
13274,8.6
14641,0.0
16793,8.86
11494,9.15
6611,6.0
4695,0.0
4468,8.47
9837,8.5
14455,9.31
9250,8.6
5521,0.0
13721,0.0
11700,5.5
10858,8.0
14421,0.0
17386,0.0
7002,9.11
12438,9.04
15953,8.21
15271,8.6
5646,10.0
17654,8.32
2100,10.0
3788,10.0
18659,10.0
18212,0.0
8240,10.0
16164,0.0
6462,10.0
13977,7.63
6929,9.11
10892,0.0
6050,9.0
15426,8.0
10443,8.75
4029,0.0
17812,0.0
8481,8.73
6979,8.5
396,9.19
6983,7.0
2821,0.0
18676,9.02
17681,7.0
5530,10.0
12083,9.05
4980,7.88
1711,8.35
6945,8.0
645,8.75
3611,6.0
5478,8.76
3440,9.5
5427,9.16
1105,0.0
7630,10.0
7600,10.0
14592,4.5
8230,8.51
15807,0.0
2404,8.92
173,9.12
15497,9.75
1479,10.0
3187,10.0
9384,7.94
9850,8.09
1902,8.7
17987,9.0
14656,7.43
6244,8.5
15872,0.0
5605,0.0
13190,7.55
2610,9.5
2777,8.87
2623,0.0
15776,0.0
13355,7.88
18646,0.0
5280,9.0
2461,9.67
5387,8.5
8015,0.0
15975,0.0
309,0.0
4397,0.0
10413,0.0
11808,8.81
5150,7.76
9165,8.02
10213,8.0
18629,1.0
11306,8.95
3518,8.45
15484,6.0
11663,8.68
16773,8.41
15994,0.0
10237,8.0
165,0.0
18883,10.0
13118,8.73
1065,0.0
18976,0.0
13949,10.0
10044,8.0
11683,9.0
14817,8.33
14461,7.17
11309,10.0
17236,0.0
4467,8.38
1760,8.0
5674,9.18
13879,6.4
1035,7.0
3804,10.0
4144,8.53
18218,0.0
12024,8.87
10704,6.0
6193,9.0
9196,0.0
5321,8.0
8745,8.27
7700,8.51
4734,8.41
7794,8.75
2983,7.0
14341,8.0
5574,9.04
12912,8.0
17911,10.0
13837,9.75
17365,2.0
822,9.0
15522,0.0
787,0.0
195,9.0
16690,8.43
4240,8.58
4407,8.68
8087,9.16
15050,0.0
13187,8.93
14337,0.0
13749,10.0
7302,5.5
15765,0.0
13797,9.85
4028,9.0
6442,8.5
18327,8.46
6975,9.33
3262,9.2
11682,8.94
5335,8.5
17081,0.0
2854,9.0
5401,8.98
7305,10.0
11427,9.2
10976,8.91
5114,8.57
16351,8.0
5971,6.5
12189,0.0
10288,10.0
11116,10.0
1790,8.0
16972,6.71
8016,8.78
6023,9.12
18986,8.79
7741,8.58
187,8.59
715,9.0
16223,7.63
12825,0.0
5102,8.86
11767,0.0
2739,6.38
6862,10.0
11689,0.0
1981,0.0
9987,3.83
12978,8.8
8651,8.38
11566,8.54
207,10.0
17036,10.0
13717,9.5
3835,0.0
11900,7.93
15296,9.0
18416,0.0
12166,8.78
14990,8.82
6822,8.95
1678,8.59
4592,8.71
2894,0.0
1488,0.0
14226,0.0
17780,0.0
6464,9.0
1636,8.0
18059,0.0
4955,8.41
1659,0.0
16637,0.0
19024,0.0
15365,10.0
6031,9.25
8427,8.49
5864,3.0
12621,8.24
6430,9.01
13242,8.61
14867,7.5
12106,0.0
9296,0.0
6705,8.95
15410,9.14
14808,0.0
2060,10.0
6116,7.5
14237,0.0
12366,8.65
18402,10.0
10730,10.0
154,9.0
17079,9.83
5930,8.68
5221,7.88
4678,8.31
15938,0.0
18728,5.5
12493,9.08
2109,8.36
12473,5.0
4158,8.4
11827,8.58
17432,8.0
17623,8.39
16976,8.0
3174,10.0
350,8.73
1007,10.0
76,8.94
16057,0.0
3043,10.0
5284,7.0
12305,8.98
4903,8.36
3035,8.0
8838,8.65
8254,8.52
6802,8.58
17889,9.83
10065,7.67
11201,9.12
9202,8.26
14173,0.0
3859,8.96
6827,9.4
12799,8.57
14635,7.0
3870,0.0
6331,8.5
8209,7.59
4070,6.0
9556,8.55
5938,0.0
13676,0.0
14966,7.5
17009,9.07
15528,10.0
5780,8.33
18395,8.64
18536,8.62
15155,9.28
2671,9.12
1129,0.0
13058,7.93
11573,9.06
11623,10.0
1258,9.21
7328,10.0
2844,8.75
16525,8.5
3166,0.0
3836,8.3
961,10.0
5953,8.5
2830,7.25
8013,8.92
4742,8.97
2754,9.0
12584,8.17
12744,7.71
6849,9.18
18858,10.0
14767,9.0
5552,9.5
3674,9.0
4862,0.0
10666,6.0
273,9.0
12347,8.37
10818,9.1
13850,9.85
6935,10.0
4343,0.0
14178,0.0
16754,6.5
15746,7.0
14713,8.95
12561,0.0
13692,0.0
5617,8.5
3293,7.5
13855,10.0
11606,0.0
17115,10.0
18178,0.0
12019,8.77
7524,8.27
16807,8.92
9724,7.94
908,9.0
420,0.0
18885,0.0
14799,9.02
18403,8.0
3377,7.0
7352,9.14
3018,7.31
13345,7.41
346,10.0
8122,0.0
1898,9.0
1973,0.0
6453,8.98
17966,0.0
4421,8.24
7525,8.1
12823,8.52
6275,10.0
8783,8.75
6897,10.0
7277,8.14
2051,9.53
8538,8.37
4532,7.73
1264,9.0
3761,0.0
5186,8.25
6963,9.0
10318,0.0
4008,6.5
3056,9.5
1742,0.0
2794,0.0
2142,0.0
12873,8.0
4683,8.97
13935,7.0
9000,8.33
6825,0.0
3597,2.0
1860,8.84
12746,0.0
8186,8.36
10714,9.5
2883,9.0
10026,10.0
3580,9.0
1749,0.0
7516,8.86
3374,8.88
4074,0.0
3082,5.0
5389,10.0
8266,0.0
5868,8.75
3451,9.0
8264,0.0
1201,8.0
13311,8.33
13387,8.46
8219,0.0
10011,8.82
12586,8.21
16658,5.0
10083,6.67
6338,9.03
3226,0.0
1576,0.0
17405,5.8
7761,8.26
7899,0.0
3782,0.0
11284,0.0
11913,0.0
8678,0.0
17611,8.55
4825,8.0
2873,9.0
16098,8.8
5153,0.0
4450,0.0
6644,8.5
14720,9.0
16892,0.0
1290,7.97
816,9.43
2158,7.0
8017,8.28
6389,10.0
5267,8.0
9855,8.25
12812,0.0
8113,8.24
6322,9.0
18903,0.0
13209,10.0
18499,7.2
17539,0.0
6329,9.18
3620,10.0
14263,0.0
15067,0.0
11492,0.0
850,8.39
15742,8.56
3703,0.0
4854,9.11
8037,8.98
9715,6.67
10242,0.0
16115,8.27
2625,0.0
4066,8.0
3420,8.67
157,7.5
105,8.0
13586,0.0
12710,0.0
12239,8.68
16648,8.77
17900,8.64
3068,8.5
1262,0.0
11893,0.0
1104,7.0
7701,0.0
7217,9.12
6122,9.86
12313,8.7
7360,8.82
9385,8.54
6775,8.33
10849,6.86
16629,0.0
985,0.0
8215,8.89
3985,0.0
6606,8.0
13609,9.0
14733,6.0
18920,0.0
5148,8.25
4802,7.88
17355,10.0
8608,8.88
15203,9.08
3644,0.0
15991,0.0
15139,9.33
10736,10.0
9112,8.24
11898,0.0
18922,0.0
9007,8.44
4640,8.97
13708,7.67
6189,2.0
16447,9.06
3294,10.0
7500,9.0
11398,0.0
18215,8.26
11302,10.0
11443,8.0
4310,7.92
10827,9.07
15625,9.0
1257,0.0
6514,8.0
17219,0.0
12682,0.0
13336,8.61
9280,0.0
4851,7.92
13406,8.22
17970,8.0
13712,10.0
15594,9.53
1546,8.61
12021,8.39
9440,6.13
4615,8.07
2745,10.0
16155,8.44
5330,7.5
3212,10.0
17471,8.5
16911,10.0
8502,9.0
14792,2.25
1624,7.0
8222,8.54
8147,8.54
1590,0.0
16904,0.0
10129,0.0
714,9.5
9582,8.3
17067,10.0
10299,7.55
16158,8.33
3245,0.0
653,10.0
14502,8.77
4137,8.52
1415,0.0
4607,8.0
17455,0.0
5903,9.26
14311,0.0
8049,0.0
12164,9.0
3345,7.0
9876,10.0
213,0.0
327,9.0
960,8.82
4600,0.0
11074,9.24
13444,7.57
9870,9.0
10994,8.64
5380,8.0
570,0.0
10246,8.25
630,9.33
18016,8.0
11740,8.6
18845,8.46
15869,0.0
16506,10.0
18661,10.0
10093,6.43
122,0.0
3487,0.0
15064,0.0
8195,8.92
6946,0.0
5810,8.88
3862,9.17
11402,9.75
12592,9.06
4357,8.94
18781,0.0
10737,10.0
4412,7.64
12487,8.61
1044,0.0
4671,10.0
17800,0.0
16296,6.75
17568,8.5
12461,8.55
605,4.0
8399,8.43
9353,7.23
9639,7.58
3927,8.72
1635,9.86
10048,8.0
5269,8.52
15157,7.0
16328,7.67
9243,7.36
9326,8.0
11792,10.0
15853,0.0
10064,7.0
7927,0.0
8522,7.97
7247,8.55
3162,0.0
17419,0.0
9587,2.0
3527,9.5
12657,8.92
2756,6.25
18905,8.99
9361,7.96
6311,6.5
10221,7.25
8309,10.0
16894,9.0
1583,0.0
9603,8.3
13549,5.0
8285,10.0
16055,0.0
5634,0.0
7306,9.5
10155,7.75
8766,5.0
10351,10.0
18256,8.62
7574,9.0
15406,9.67
6684,0.0
5766,0.0
5369,0.0
9930,9.0
2886,8.96
18717,10.0
6015,9.12
13698,10.0
13059,8.36
16822,8.48
4717,9.01
6250,8.0
4063,0.0
1001,8.99
17096,10.0
10066,9.0
18294,0.0
2947,7.67
11246,9.09
510,10.0
1579,0.0
5919,0.0
14860,0.0
3980,0.0
15477,0.0
8555,8.71
2536,10.0
3095,8.0
11408,9.02
4492,0.0
3624,9.5
2913,7.0
9836,5.0
18023,0.0
5027,8.1
3705,7.75
18563,0.0
5636,10.0
17854,9.5
8524,0.0
4914,7.44
15467,7.5
8262,8.37
18624,0.0
1134,7.0
16004,7.0
153,0.0
2614,0.0
18015,0.0
16932,7.0
468,9.0
9507,8.82
10725,0.0
3678,7.0
12187,7.0
6692,7.0
18282,0.0
2934,4.14
1086,0.0
15217,9.44
16607,0.0
15767,0.0
17459,0.0
10027,6.25
13320,8.29
15363,9.5
18213,0.0
10368,6.8
2928,9.5
13201,8.49
8225,0.0
18930,0.0
9539,8.48
10819,8.79
18166,0.0
670,6.0
2811,6.9
10491,9.5
6847,0.0
8448,7.59
2443,8.33
3515,8.47
10877,7.86
14739,7.62
3767,8.27
16200,8.11
15420,10.0
6936,5.5
11089,8.67
1123,10.0
14495,9.19
4009,8.66
164,9.0
16435,9.1
10046,9.17
6092,9.5
13657,8.0
9565,7.37
15479,0.0
13952,10.0
9058,8.16
16085,8.62
10084,8.71
11304,0.0
4335,0.0
11938,0.0
9185,8.96
13062,0.0
12255,7.53
7960,8.35
4601,8.42
14275,5.0
2693,0.0
12090,8.5
15413,9.0
9140,8.51
6499,8.0
17398,6.63
2170,7.4
4994,0.0
18319,8.53
18087,8.71
13376,7.17
5244,7.57
1950,7.81
1818,8.72
14243,0.0
12662,8.66
72,0.0
8497,8.43
16229,6.57
13053,10.0
18449,6.25
8456,8.23
9148,8.78
17068,0.0
7736,8.43
11410,8.88
13463,8.13
8387,8.55
1238,8.67
622,10.0
9288,7.72
7545,6.5
464,9.0
10156,9.67
3132,8.95
15168,9.5
1819,5.95
